Latitude (decimal degrees):	51.498
Longitude (decimal degrees):	10.810
Elevation (m):	201
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 11 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200612:0010,0.0,0.0,0.0,0.0,12.67,1.24,0.0
20200612:0110,0.0,0.0,0.0,0.0,12.61,1.24,0.0
20200612:0210,0.0,0.0,0.0,0.0,12.77,1.38,0.0
20200612:0310,0.0,0.0,0.0,0.0,13.12,1.38,0.0
20200612:0410,0.0,42.8,0.64,8.42,13.64,1.31,0.0
20200612:0510,0.0,41.97,0.6,17.1,14.93,2.41,0.0
20200612:0610,15.34,178.98,2.95,26.27,15.91,2.97,0.0
20200612:0710,56.45,258.35,4.64,35.59,16.18,2.62,0.0
20200612:0810,193.17,310.34,7.05,44.64,17.64,2.69,0.0
20200612:0910,386.62,313.6,9.18,52.79,19.79,3.17,0.0
20200612:1010,568.08,289.14,10.66,58.97,21.28,3.52,0.0
20200612:1110,524.71,337.93,10.54,61.63,22.77,3.79,0.0
20200612:1210,773.89,207.53,11.55,59.76,23.4,3.72,0.0
20200612:1310,712.12,200.84,10.72,54.1,24.03,3.72,0.0
20200612:1410,638.16,164.57,9.53,46.21,24.55,3.86,0.0
20200612:1510,454.38,163.28,7.62,37.27,24.68,4.0,0.0
20200612:1610,313.49,117.24,5.75,27.96,24.58,4.07,0.0
20200612:1710,133.73,88.77,3.56,18.74,24.06,3.79,0.0
20200612:1810,11.1,44.91,1.61,9.95,22.99,3.31,0.0
20200612:1910,0.0,0.0,0.0,0.0,21.04,3.45,0.0
20200612:2010,0.0,0.0,0.0,0.0,19.64,3.1,0.0
20200612:2110,0.0,0.0,0.0,0.0,18.88,2.69,0.0
20200612:2210,0.0,0.0,0.0,0.0,18.39,2.48,0.0
20200612:2310,0.0,0.0,0.0,0.0,17.91,2.48,0.0
20200613:0010,0.0,0.0,0.0,0.0,17.57,2.41,0.0
20200613:0110,0.0,0.0,0.0,0.0,16.98,2.28,0.0
20200613:0210,0.0,0.0,0.0,0.0,16.5,2.07,0.0
20200613:0310,0.0,0.0,0.0,0.0,16.03,1.93,0.0
20200613:0410,0.0,48.15,0.72,8.44,15.69,1.66,0.0
20200613:0510,15.4,73.38,2.96,17.11,17.29,1.24,0.0
20200613:0610,151.34,102.86,5.12,26.28,19.74,1.66,0.0
20200613:0710,336.64,120.77,7.29,35.6,20.71,0.41,0.0
20200613:0810,548.51,116.55,9.31,44.66,22.02,0.48,0.0
20200613:0910,506.44,246.39,9.78,52.82,23.89,0.97,0.0
20200613:1010,489.07,317.4,10.12,59.01,25.17,1.72,0.0
20200613:1110,380.02,384.41,9.57,61.69,26.27,2.55,0.0
20200613:1210,64.26,388.05,6.23,59.83,26.41,2.83,0.0
20200613:1310,793.43,142.92,10.95,54.18,25.8,3.03,0.0
20200613:1410,545.68,208.11,9.02,46.29,25.44,3.38,0.0
20200613:1510,148.81,274.13,5.57,37.35,23.77,2.69,0.0
20200613:1610,57.06,203.17,3.63,28.04,23.01,1.24,0.0
20200613:1710,0.0,22.38,0.32,18.82,23.26,0.76,0.0
20200613:1810,0.0,19.58,0.28,10.02,21.48,0.28,0.0
20200613:1910,0.0,0.0,0.0,0.0,20.85,2.76,0.0
20200613:2010,0.0,0.0,0.0,0.0,20.03,1.86,0.0
20200613:2110,0.0,0.0,0.0,0.0,19.22,2.0,0.0
20200613:2210,0.0,0.0,0.0,0.0,18.45,2.14,0.0
20200613:2310,0.0,0.0,0.0,0.0,17.8,1.86,0.0
20200614:0010,0.0,0.0,0.0,0.0,17.35,1.59,0.0
20200614:0110,0.0,0.0,0.0,0.0,16.92,2.07,0.0
20200614:0210,0.0,0.0,0.0,0.0,16.73,1.31,0.0
20200614:0310,0.0,0.0,0.0,0.0,17.14,0.21,0.0
20200614:0410,0.0,7.13,0.11,8.45,16.28,0.83,0.0
20200614:0510,0.0,19.58,0.28,17.12,17.26,0.69,0.0
20200614:0610,0.0,35.44,0.51,26.29,17.74,1.52,0.0
20200614:0710,0.0,55.95,0.8,35.61,17.91,0.83,0.0
20200614:0810,0.0,65.28,0.94,44.67,18.77,1.59,0.0
20200614:0910,0.0,91.39,1.31,52.84,20.11,2.07,0.0
20200614:1010,0.0,78.34,1.13,59.04,20.65,2.28,0.0
20200614:1110,0.0,154.81,2.22,61.74,20.48,2.48,0.0
20200614:1210,34.4,358.61,5.51,59.9,19.42,2.76,0.0
20200614:1310,95.53,372.81,6.32,54.25,19.22,2.69,0.0
20200614:1410,23.86,286.58,4.37,46.36,19.21,2.34,0.0
20200614:1510,0.0,47.56,0.68,37.42,19.0,1.59,0.0
20200614:1610,0.0,44.76,0.64,28.11,18.78,1.1,0.0
20200614:1710,0.0,41.97,0.6,18.89,18.9,0.83,0.0
20200614:1810,0.77,54.39,0.84,10.09,18.71,0.76,0.0
20200614:1910,0.0,0.0,0.0,0.0,18.14,0.55,0.0
20200614:2010,0.0,0.0,0.0,0.0,17.67,0.69,0.0
20200614:2110,0.0,0.0,0.0,0.0,17.42,0.48,0.0
20200614:2210,0.0,0.0,0.0,0.0,17.27,0.48,0.0
20200614:2310,0.0,0.0,0.0,0.0,17.14,0.48,0.0
20200615:0010,0.0,0.0,0.0,0.0,17.09,1.1,0.0
20200615:0110,0.0,0.0,0.0,0.0,16.85,1.24,0.0
20200615:0210,0.0,0.0,0.0,0.0,16.79,1.1,0.0
20200615:0310,0.0,0.0,0.0,0.0,16.55,1.24,0.0
20200615:0410,0.0,15.16,0.23,8.46,16.53,1.24,0.0
20200615:0510,0.0,42.9,0.62,17.13,16.74,1.17,0.0
20200615:0610,1.17,132.32,1.93,26.29,16.92,1.38,0.0
20200615:0710,101.88,249.74,5.27,35.61,17.11,1.31,0.0
20200615:0810,125.26,318.6,6.26,44.67,17.32,0.97,0.0
20200615:0910,255.44,353.53,8.13,52.85,18.04,0.83,0.0
20200615:1010,32.71,358.07,5.51,59.07,18.4,1.31,0.0
20200615:1110,189.23,421.04,8.03,61.79,18.74,1.86,0.0
20200615:1210,638.46,270.9,10.83,59.95,18.98,2.21,0.0
20200615:1310,541.83,280.05,9.82,54.31,19.27,2.28,0.0
20200615:1410,486.06,238.44,8.74,46.43,19.57,2.48,0.0
20200615:1510,110.41,276.58,5.18,37.48,19.58,2.41,0.0
20200615:1610,0.0,96.06,1.38,28.18,19.07,2.48,0.0
20200615:1710,11.09,121.13,1.93,18.95,18.43,2.55,0.0
20200615:1810,0.0,15.85,0.23,10.16,17.93,2.76,0.0
20200615:1910,0.0,0.0,0.0,0.0,17.33,2.69,0.0
20200615:2010,0.0,0.0,0.0,0.0,16.6,2.48,0.0
20200615:2110,0.0,0.0,0.0,0.0,15.96,2.21,0.0
20200615:2210,0.0,0.0,0.0,0.0,15.33,2.07,0.0
20200615:2310,0.0,0.0,0.0,0.0,15.06,2.0,0.0
20200616:0010,0.0,0.0,0.0,0.0,14.93,1.93,0.0
20200616:0110,0.0,0.0,0.0,0.0,14.81,1.79,0.0
20200616:0210,0.0,0.0,0.0,0.0,14.73,1.66,0.0
20200616:0310,0.0,0.0,0.0,0.0,14.71,1.59,0.0
20200616:0410,0.0,8.02,0.12,8.46,14.8,1.59,0.0
20200616:0510,0.0,33.57,0.48,17.13,15.11,2.07,0.0
20200616:0610,0.0,95.12,1.37,26.29,15.86,1.93,0.0
20200616:0710,0.0,104.45,1.5,35.61,16.53,2.34,0.0
20200616:0810,63.53,314.64,5.37,44.67,17.58,1.93,0.0
20200616:0910,147.79,372.19,7.1,52.86,18.3,1.59,0.0
20200616:1010,298.59,387.77,8.88,59.09,19.15,1.31,0.0
20200616:1110,287.09,410.57,8.92,61.82,20.06,1.17,0.0
20200616:1210,97.39,403.84,6.79,60.01,20.52,1.31,0.0
20200616:1310,209.28,385.49,7.66,54.37,21.1,1.45,0.0
20200616:1410,549.45,208.08,9.07,46.49,21.15,1.38,0.0
20200616:1510,420.71,176.67,7.41,37.54,21.21,1.31,0.0
20200616:1610,231.02,159.09,5.24,28.24,20.8,1.24,0.0
20200616:1710,76.1,121.3,3.04,19.01,20.6,0.9,0.0
20200616:1810,0.0,42.9,0.62,10.22,19.44,1.03,0.0
20200616:1910,0.0,0.0,0.0,0.0,18.19,1.66,0.0
20200616:2010,0.0,0.0,0.0,0.0,17.51,1.03,0.0
20200616:2110,0.0,0.0,0.0,0.0,16.88,0.55,0.0
20200616:2210,0.0,0.0,0.0,0.0,16.78,0.34,0.0
20200616:2310,0.0,0.0,0.0,0.0,16.08,0.69,0.0
20200617:0010,0.0,0.0,0.0,0.0,14.26,1.52,0.0
20200617:0110,0.0,0.0,0.0,0.0,13.97,1.31,0.0
20200617:0210,0.0,0.0,0.0,0.0,13.24,1.24,0.0
20200617:0310,0.0,0.0,0.0,0.0,12.99,1.17,0.0
20200617:0410,0.0,8.02,0.12,8.46,13.36,0.9,0.0
20200617:0510,0.0,68.08,0.98,17.12,14.97,0.62,0.0
20200617:0610,4.09,152.49,2.29,26.28,16.08,0.48,0.0
20200617:0710,287.08,152.67,6.95,35.6,17.39,0.28,0.0
20200617:0810,419.73,195.45,8.6,44.67,18.98,0.55,0.0
20200617:0910,84.7,364.56,6.24,52.86,20.5,0.83,0.0
20200617:1010,205.87,403.69,8.07,59.1,21.85,1.24,0.0
20200617:1110,7.88,312.1,4.57,61.85,22.96,1.79,0.0
20200617:1210,175.24,413.91,7.73,60.05,23.65,2.34,0.0
20200617:1310,132.2,383.35,6.85,54.42,23.4,2.55,0.0
20200617:1410,0.0,133.36,1.92,46.54,22.44,2.9,0.0
20200617:1510,360.52,205.38,7.07,37.6,21.2,2.41,0.0
20200617:1610,36.0,199.0,3.31,28.29,21.93,2.34,0.0
20200617:1710,0.0,85.8,1.23,19.07,21.87,1.93,0.0
20200617:1810,1.65,58.36,0.96,10.27,21.28,1.1,0.0
20200617:1910,0.0,0.0,0.0,0.0,20.91,0.9,0.0
20200617:2010,0.0,0.0,0.0,0.0,19.5,1.17,0.0
20200617:2110,0.0,0.0,0.0,0.0,18.23,1.52,0.0
20200617:2210,0.0,0.0,0.0,0.0,17.24,1.59,0.0
20200617:2310,0.0,0.0,0.0,0.0,16.55,1.59,0.0
20200618:0010,0.0,0.0,0.0,0.0,16.45,1.24,0.0
20200618:0110,0.0,0.0,0.0,0.0,16.68,0.97,0.0
20200618:0210,0.0,0.0,0.0,0.0,16.42,0.97,0.0
20200618:0310,0.0,0.0,0.0,0.0,15.97,0.9,0.0
20200618:0410,0.0,37.45,0.56,8.45,15.37,0.97,0.0
20200618:0510,0.0,71.81,1.03,17.11,16.49,1.03,0.0
20200618:0610,0.0,60.62,0.87,26.27,17.37,1.66,0.0
20200618:0710,0.0,111.91,1.61,35.59,17.21,3.31,0.0
20200618:0810,0.0,121.24,1.74,44.66,17.65,3.38,0.0
20200618:0910,0.0,96.06,1.38,52.85,17.68,3.31,0.0
20200618:1010,0.0,97.92,1.41,59.11,16.97,3.03,0.0
20200618:1110,0.0,102.58,1.47,61.88,17.0,3.24,0.0
20200618:1210,0.0,170.66,2.45,60.09,16.95,3.72,0.0
20200618:1310,0.0,150.15,2.16,54.47,16.47,3.72,0.0
20200618:1410,0.0,100.72,1.45,46.59,16.06,3.59,0.0
20200618:1510,0.0,115.64,1.66,37.65,15.71,3.24,0.0
20200618:1610,0.0,78.34,1.13,28.35,15.61,3.03,0.0
20200618:1710,0.0,50.36,0.72,19.12,15.36,2.83,0.0
20200618:1810,1.05,57.03,0.9,10.32,15.26,2.62,0.0
20200618:1910,0.0,0.0,0.0,0.0,14.79,2.21,0.0
20200618:2010,0.0,0.0,0.0,0.0,14.36,2.14,0.0
20200618:2110,0.0,0.0,0.0,0.0,14.07,2.14,0.0
20200618:2210,0.0,0.0,0.0,0.0,13.84,2.14,0.0
20200618:2310,0.0,0.0,0.0,0.0,13.4,2.21,0.0
20200619:0010,0.0,0.0,0.0,0.0,12.94,2.28,0.0
20200619:0110,0.0,0.0,0.0,0.0,12.75,2.21,0.0
20200619:0210,0.0,0.0,0.0,0.0,12.59,2.21,0.0
20200619:0310,0.0,0.0,0.0,0.0,12.14,2.28,0.0
20200619:0410,0.0,49.04,0.74,8.44,12.26,2.14,0.0
20200619:0510,3.45,110.95,2.08,17.09,13.59,1.79,0.0
20200619:0610,166.37,90.05,5.33,26.25,15.56,2.21,0.0
20200619:0710,253.24,179.93,6.79,35.57,16.5,2.9,0.0
20200619:0810,499.64,153.62,9.16,44.64,17.98,3.45,0.0
20200619:0910,558.32,223.93,10.17,52.84,19.1,3.93,0.0
20200619:1010,674.84,229.37,11.2,59.11,19.42,4.21,0.0
20200619:1110,581.48,311.3,10.87,61.89,19.96,4.41,0.0
20200619:1210,307.94,405.23,8.99,60.12,20.64,4.28,0.0
20200619:1310,664.13,228.39,10.54,54.51,20.71,4.07,0.0
20200619:1410,652.32,158.05,9.63,46.64,20.6,3.93,0.0
20200619:1510,276.34,248.72,6.67,37.7,20.61,4.0,0.0
20200619:1610,9.0,173.02,2.6,28.39,19.99,3.17,0.0
20200619:1710,1.59,96.98,1.42,19.17,19.53,3.31,0.0
20200619:1810,0.0,32.64,0.47,10.37,18.82,2.9,0.0
20200619:1910,0.0,4.46,0.07,2.32,18.2,2.41,0.0
20200619:2010,0.0,0.0,0.0,0.0,17.56,2.28,0.0
20200619:2110,0.0,0.0,0.0,0.0,16.9,2.21,0.0
20200619:2210,0.0,0.0,0.0,0.0,16.42,2.28,0.0
20200619:2310,0.0,0.0,0.0,0.0,15.96,2.34,0.0
20200620:0010,0.0,0.0,0.0,0.0,15.53,2.41,0.0
20200620:0110,0.0,0.0,0.0,0.0,15.15,2.55,0.0
20200620:0210,0.0,0.0,0.0,0.0,14.75,2.76,0.0
20200620:0310,0.0,0.0,0.0,0.0,14.6,2.83,0.0
20200620:0410,0.0,8.02,0.12,8.42,14.46,2.69,0.0
20200620:0510,1.75,107.76,1.8,17.07,14.94,2.83,0.0
20200620:0610,116.11,132.99,4.78,26.22,15.78,4.14,0.0
20200620:0710,265.19,169.48,6.85,35.55,16.5,3.93,0.0
20200620:0810,320.62,254.21,8.04,44.62,17.45,4.48,0.0
20200620:0910,491.06,257.77,9.77,52.83,18.1,4.9,0.0
20200620:1010,619.17,257.15,10.89,59.11,18.5,4.97,0.0
20200620:1110,690.44,252.13,11.36,61.9,19.1,5.03,0.0
20200620:1210,722.22,232.9,11.31,60.15,19.4,4.76,0.0
20200620:1310,562.95,276.73,10.02,54.54,19.76,4.55,0.0
20200620:1410,558.12,208.31,9.18,46.68,19.96,4.28,0.0
20200620:1510,262.15,251.8,6.55,37.74,19.55,3.66,0.0
20200620:1610,297.14,128.89,5.69,28.43,19.19,3.31,0.0
20200620:1710,115.4,104.11,3.46,19.21,18.73,3.03,0.0
20200620:1810,3.94,63.01,1.19,10.41,18.03,2.76,0.0
20200620:1910,0.0,3.57,0.05,2.36,17.48,2.28,0.0
20200620:2010,0.0,0.0,0.0,0.0,16.4,2.0,0.0
20200620:2110,0.0,0.0,0.0,0.0,15.19,1.93,0.0
20200620:2210,0.0,0.0,0.0,0.0,14.16,1.86,0.0
20200620:2310,0.0,0.0,0.0,0.0,13.09,1.93,0.0
20200621:0010,0.0,0.0,0.0,0.0,12.59,1.93,0.0
20200621:0110,0.0,0.0,0.0,0.0,12.75,1.93,0.0
20200621:0210,0.0,0.0,0.0,0.0,12.87,2.0,0.0
20200621:0310,0.0,0.0,0.0,0.0,13.03,2.07,0.0
20200621:0410,0.0,42.8,0.64,8.39,13.2,1.93,0.0
20200621:0510,19.88,44.28,3.31,17.04,13.54,1.66,0.0
20200621:0610,186.0,69.66,5.49,26.19,14.76,1.79,0.0
20200621:0710,338.72,119.24,7.36,35.52,15.74,2.55,0.0
20200621:0810,603.14,79.63,9.63,44.59,16.81,2.83,0.0
20200621:0910,758.04,94.89,11.07,52.8,18.13,2.97,0.0
20200621:1010,836.63,127.45,11.88,59.09,19.25,2.9,0.0
20200621:1110,848.87,161.7,12.08,61.91,20.3,2.97,0.0
20200621:1210,893.82,130.91,12.03,60.16,20.96,3.03,0.0
20200621:1310,854.73,112.35,11.31,54.57,21.59,3.03,0.0
20200621:1410,711.28,120.69,9.86,46.71,21.73,2.83,0.0
20200621:1510,530.92,119.07,8.0,37.78,21.76,2.83,0.0
20200621:1610,328.28,111.31,5.87,28.47,21.57,2.76,0.0
20200621:1710,151.4,81.36,3.74,19.24,21.3,2.28,0.0
20200621:1810,17.14,41.32,1.78,10.44,20.48,1.52,0.0
20200621:1910,0.0,9.81,0.15,2.39,19.93,0.83,0.0
20200621:2010,0.0,0.0,0.0,0.0,19.5,0.83,0.0
20200621:2110,0.0,0.0,0.0,0.0,18.43,0.69,0.0
20200621:2210,0.0,0.0,0.0,0.0,17.59,0.48,0.0
20200621:2310,0.0,0.0,0.0,0.0,17.2,0.48,0.0
20200622:0010,0.0,0.0,0.0,0.0,16.28,0.97,0.0
20200622:0110,0.0,0.0,0.0,0.0,14.57,1.38,0.0
20200622:0210,0.0,0.0,0.0,0.0,13.56,1.72,0.0
20200622:0310,0.0,0.0,0.0,0.0,13.5,2.14,0.0
20200622:0410,0.0,39.23,0.59,8.36,13.92,2.48,0.0
20200622:0510,14.64,66.86,3.05,17.01,15.95,2.34,0.0
20200622:0610,10.41,171.17,2.72,26.16,17.24,2.76,0.0
20200622:0710,21.05,235.89,3.74,35.48,18.59,3.1,0.0
20200622:0810,3.78,238.88,3.48,44.56,19.4,3.38,0.0
20200622:0910,0.0,176.26,2.53,52.78,19.98,3.38,0.0
20200622:1010,4.35,290.33,4.22,59.07,19.83,3.52,0.0
20200622:1110,314.79,407.96,9.19,61.9,18.58,3.52,0.0
20200622:1210,829.72,172.08,11.79,60.18,18.58,3.31,0.0
20200622:1310,723.79,193.09,10.78,54.59,20.24,3.59,0.0
20200622:1410,637.61,165.32,9.55,46.74,21.17,3.79,0.0
20200622:1510,493.89,142.87,7.85,37.81,21.26,3.66,0.0
20200622:1610,253.34,153.85,5.45,28.5,21.19,3.45,0.0
20200622:1710,135.66,92.75,3.63,19.27,20.77,3.03,0.0
20200622:1810,15.15,46.69,1.71,10.47,19.99,2.34,0.0
20200622:1910,0.0,8.92,0.13,2.41,18.76,1.93,0.0
20200622:2010,0.0,0.0,0.0,0.0,17.11,1.93,0.0
20200622:2110,0.0,0.0,0.0,0.0,15.24,1.86,0.0
20200622:2210,0.0,0.0,0.0,0.0,13.91,1.72,0.0
20200622:2310,0.0,0.0,0.0,0.0,12.9,1.72,0.0
20200623:0010,0.0,0.0,0.0,0.0,12.11,1.66,0.0
20200623:0110,0.0,0.0,0.0,0.0,11.55,1.66,0.0
20200623:0210,0.0,0.0,0.0,0.0,11.24,1.52,0.0
20200623:0310,0.0,0.0,0.0,0.0,10.88,1.52,0.0
20200623:0410,0.0,47.26,0.71,8.32,11.14,1.24,0.0
20200623:0510,15.39,61.49,3.12,16.97,13.35,0.69,0.0
20200623:0610,166.26,87.19,5.32,26.12,16.33,0.55,0.0
20200623:0710,339.06,118.22,7.36,35.44,18.12,0.62,0.0
20200623:0810,514.88,139.74,9.2,44.52,19.5,1.03,0.0
20200623:0910,472.18,268.26,9.67,52.74,20.54,1.72,0.0
20200623:1010,679.84,224.16,11.2,59.05,21.24,2.0,0.0
20200623:1110,789.23,198.78,11.84,61.89,21.74,2.07,0.0
20200623:1210,864.09,151.64,11.94,60.18,22.37,2.28,0.0
20200623:1310,797.4,150.57,11.11,54.61,22.76,2.62,0.0
20200623:1410,676.31,144.32,9.74,46.76,22.94,2.83,0.0
20200623:1510,553.07,107.66,8.12,37.83,22.92,2.9,0.0
20200623:1610,324.64,115.34,5.87,28.53,22.64,2.97,0.0
20200623:1710,147.85,85.21,3.72,19.3,22.08,2.69,0.0
20200623:1810,16.53,44.48,1.76,10.49,21.06,1.93,0.0
20200623:1910,0.0,8.02,0.12,2.43,19.45,1.86,0.0
20200623:2010,0.0,0.0,0.0,0.0,17.3,1.86,0.0
20200623:2110,0.0,0.0,0.0,0.0,15.84,1.66,0.0
20200623:2210,0.0,0.0,0.0,0.0,15.06,1.59,0.0
20200623:2310,0.0,0.0,0.0,0.0,14.14,1.66,0.0
20200624:0010,0.0,0.0,0.0,0.0,13.23,1.72,0.0
20200624:0110,0.0,0.0,0.0,0.0,12.48,1.72,0.0
20200624:0210,0.0,0.0,0.0,0.0,12.09,1.66,0.0
20200624:0310,0.0,0.0,0.0,0.0,11.68,1.59,0.0
20200624:0410,0.0,44.58,0.67,8.28,11.56,1.52,0.0
20200624:0510,17.98,45.81,3.27,16.93,13.39,0.97,0.0
20200624:0610,177.49,75.62,5.41,26.08,16.54,1.31,0.0
20200624:0710,350.18,108.83,7.41,35.4,17.86,1.38,0.0
20200624:0810,552.54,113.14,9.38,44.48,19.25,1.86,0.0
20200624:0910,640.18,170.77,10.53,52.7,20.24,2.34,0.0
20200624:1010,747.28,183.11,11.5,59.02,21.13,2.41,0.0
20200624:1110,802.77,189.28,11.88,61.87,22.02,3.17,0.0
20200624:1210,814.98,180.63,11.72,60.18,22.51,3.59,0.0
20200624:1310,796.39,149.45,11.08,54.62,22.71,3.66,0.0
20200624:1410,480.12,249.67,8.82,46.78,22.49,3.52,0.0
20200624:1510,440.67,173.13,7.6,37.85,22.32,3.52,0.0
20200624:1610,0.0,123.1,1.77,28.55,22.07,3.45,0.0
20200624:1710,0.0,41.97,0.6,19.32,21.63,2.83,0.0
20200624:1810,6.52,62.26,1.34,10.51,20.93,2.55,0.0
20200624:1910,0.0,9.81,0.15,2.45,19.63,2.62,0.0
20200624:2010,0.0,0.0,0.0,0.0,18.23,2.14,0.0
20200624:2110,0.0,0.0,0.0,0.0,17.0,2.07,0.0
20200624:2210,0.0,0.0,0.0,0.0,15.91,1.93,0.0
20200624:2310,0.0,0.0,0.0,0.0,15.14,1.45,0.0
20200625:0010,0.0,0.0,0.0,0.0,15.11,1.17,0.0
20200625:0110,0.0,0.0,0.0,0.0,13.73,1.45,0.0
20200625:0210,0.0,0.0,0.0,0.0,12.83,1.52,0.0
20200625:0310,0.0,0.0,0.0,0.0,12.27,1.59,0.0
20200625:0410,0.0,8.92,0.13,8.24,12.57,1.59,0.0
20200625:0510,9.83,84.48,2.77,16.88,15.4,1.38,0.0
20200625:0610,0.0,109.11,1.57,26.03,17.73,2.0,0.0
20200625:0710,0.0,115.64,1.66,35.35,18.44,3.1,0.0
20200625:0810,0.0,96.06,1.38,44.43,19.06,4.21,0.0
20200625:0910,0.0,224.75,3.23,52.66,19.36,4.14,0.0
20200625:1010,0.0,138.02,1.98,58.98,20.12,4.0,0.0
20200625:1110,427.3,374.51,9.97,61.85,21.07,4.0,0.0
20200625:1210,204.93,419.91,8.12,60.17,22.34,3.86,0.0
20200625:1310,557.5,281.84,10.02,54.63,23.08,3.72,0.0
20200625:1410,463.26,259.37,8.75,46.79,23.51,3.72,0.0
20200625:1510,359.93,214.7,7.18,37.87,23.57,3.66,0.0
20200625:1610,222.77,170.81,5.28,28.57,23.54,3.52,0.0
20200625:1710,146.74,87.19,3.72,19.33,23.15,3.31,0.0
20200625:1810,18.41,41.5,1.8,10.52,22.39,2.55,0.0
20200625:1910,0.0,10.7,0.16,2.46,20.79,2.21,0.0
20200625:2010,0.0,0.0,0.0,0.0,19.08,2.34,0.0
20200625:2110,0.0,0.0,0.0,0.0,17.83,2.48,0.0
20200625:2210,0.0,0.0,0.0,0.0,16.8,2.41,0.0
20200625:2310,0.0,0.0,0.0,0.0,15.73,2.21,0.0
20200626:0010,0.0,0.0,0.0,0.0,14.74,2.07,0.0
20200626:0110,0.0,0.0,0.0,0.0,13.98,2.07,0.0
20200626:0210,0.0,0.0,0.0,0.0,13.35,1.93,0.0
20200626:0310,0.0,0.0,0.0,0.0,12.93,1.86,0.0
20200626:0410,0.0,46.37,0.7,8.18,12.98,1.66,0.0
20200626:0510,13.77,61.04,3.05,16.82,15.03,1.17,0.0
20200626:0610,159.07,90.02,5.21,25.97,18.42,1.52,0.0
20200626:0710,345.82,108.85,7.34,35.3,20.21,1.52,0.0
20200626:0810,537.3,120.03,9.26,44.38,21.76,2.07,0.0
20200626:0910,659.8,155.5,10.58,52.61,22.88,2.69,0.0
20200626:1010,756.14,174.74,11.5,58.94,23.8,3.03,0.0
20200626:1110,751.3,216.33,11.62,61.82,24.6,3.24,0.0
20200626:1210,525.62,328.58,10.32,60.16,25.24,3.17,0.0
20200626:1310,562.28,275.7,9.99,54.63,25.64,3.03,0.0
20200626:1410,439.6,266.46,8.57,46.8,25.53,2.48,0.0
20200626:1510,529.82,120.24,7.98,37.88,25.57,2.28,0.0
20200626:1610,310.36,122.29,5.76,28.58,25.58,2.07,0.0
20200626:1710,143.8,88.23,3.68,19.34,25.01,1.72,0.0
20200626:1810,15.3,48.19,1.69,10.53,23.83,1.31,0.0
20200626:1910,0.0,9.81,0.15,2.46,22.84,1.52,0.0
20200626:2010,0.0,0.0,0.0,0.0,21.43,1.79,0.0
20200626:2110,0.0,0.0,0.0,0.0,19.95,1.72,0.0
20200626:2210,0.0,0.0,0.0,0.0,19.58,1.45,0.0
20200626:2310,0.0,0.0,0.0,0.0,20.87,1.03,0.0
20200627:0010,0.0,0.0,0.0,0.0,20.35,0.97,0.0
20200627:0110,0.0,0.0,0.0,0.0,19.46,0.9,0.0
20200627:0210,0.0,0.0,0.0,0.0,18.68,0.9,0.0
20200627:0310,0.0,0.0,0.0,0.0,16.71,1.24,0.0
20200627:0410,0.0,45.47,0.68,8.13,15.79,1.45,0.0
20200627:0510,5.94,97.23,2.41,16.77,17.35,1.17,0.0
20200627:0610,5.16,155.11,2.36,25.92,20.22,1.45,0.0
20200627:0710,261.69,160.96,6.69,35.24,21.35,2.76,0.0
20200627:0810,455.14,165.06,8.71,44.32,22.24,2.83,0.0
20200627:0910,582.56,192.56,10.07,52.55,23.43,2.48,0.0
20200627:1010,531.04,289.19,10.26,58.89,24.78,2.69,0.0
20200627:1110,70.87,394.9,6.42,61.78,25.83,2.55,0.0
20200627:1210,773.21,190.7,11.36,60.14,25.19,4.0,0.0
20200627:1310,442.87,319.16,9.24,54.62,23.09,3.79,0.0
20200627:1410,343.22,296.42,7.9,46.8,23.84,3.59,0.0
20200627:1510,157.74,272.84,5.65,37.88,21.95,4.14,0.0
20200627:1610,316.72,113.36,5.72,28.58,21.21,2.76,0.0
20200627:1710,147.3,82.72,3.66,19.35,21.53,2.41,0.0
20200627:1810,17.41,43.21,1.73,10.53,21.83,2.9,0.0
20200627:1910,0.0,10.7,0.16,2.45,22.81,2.76,0.0
20200627:2010,0.0,0.0,0.0,0.0,21.67,2.34,0.0
20200627:2110,0.0,0.0,0.0,0.0,20.43,2.14,0.0
20200627:2210,0.0,0.0,0.0,0.0,19.42,2.14,0.0
20200627:2310,0.0,0.0,0.0,0.0,18.43,2.21,0.0
20200628:0010,0.0,0.0,0.0,0.0,17.71,2.28,0.0
20200628:0110,0.0,0.0,0.0,0.0,17.41,2.55,0.0
20200628:0210,0.0,0.0,0.0,0.0,17.14,2.41,0.0
20200628:0310,0.0,0.0,0.0,0.0,16.65,1.93,0.0
20200628:0410,0.0,8.02,0.12,8.06,16.49,1.79,0.0
20200628:0510,0.0,19.58,0.28,16.7,18.01,1.72,0.0
20200628:0610,9.73,165.65,2.63,25.85,19.89,2.62,0.0
20200628:0710,144.54,230.37,5.72,35.18,21.7,3.59,0.0
20200628:0810,4.72,237.99,3.48,44.26,20.55,4.55,0.0
20200628:0910,0.0,151.08,2.17,52.49,20.76,4.0,0.0
20200628:1010,0.0,138.95,2.0,58.83,21.91,4.21,0.0
20200628:1110,302.72,405.01,9.02,61.74,23.08,4.83,0.0
