Latitude (decimal degrees):	51.498
Longitude (decimal degrees):	10.810
Elevation (m):	201
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 11 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200727:0310,0.0,0.0,14.47,0.9,0.0
20200727:0410,19.91,4.36,14.46,0.69,0.0
20200727:0510,79.65,13.11,14.71,0.41,0.0
20200727:0610,141.31,22.32,16.45,0.48,0.0
20200727:0710,242.24,31.63,19.37,1.17,0.0
20200727:0810,411.4,40.61,21.0,1.86,0.0
20200727:0910,452.14,48.65,22.38,2.41,0.0
20200727:1010,497.97,54.77,22.89,3.1,0.0
20200727:1110,128.65,57.66,22.65,2.76,0.0
20200727:1210,227.98,56.41,22.44,2.69,0.0
20200727:1310,97.44,51.43,21.87,2.41,0.0
20200727:1410,163.65,44.03,20.56,1.59,0.0
20200727:1510,404.43,35.34,20.54,2.21,0.0
20200727:1610,342.1,26.11,21.71,3.03,0.0
20200727:1710,43.52,16.81,21.97,3.38,0.0
20200727:1810,7.57,7.83,21.08,2.83,0.0
20200727:1910,0.0,0.0,21.68,2.07,0.0
20200727:2010,0.0,0.0,20.35,2.34,0.0
20200727:2110,0.0,0.0,19.41,2.48,0.0
20200727:2210,0.0,0.0,18.94,2.62,0.0
20200727:2310,0.0,0.0,18.68,2.76,0.0
20200728:0010,0.0,0.0,18.54,2.76,0.0
20200728:0110,0.0,0.0,18.35,2.9,0.0
20200728:0210,0.0,0.0,18.24,2.76,0.0
20200728:0310,0.0,0.0,17.96,2.62,0.0
20200728:0410,21.72,4.18,17.88,2.62,0.0
20200728:0510,71.5,12.94,18.48,2.69,0.0
20200728:0610,206.88,22.15,19.71,2.83,0.0
20200728:0710,377.97,31.46,20.87,3.38,0.0
20200728:0810,399.69,40.44,21.63,4.21,0.0
20200728:0910,201.49,48.46,22.24,5.1,0.0
20200728:1010,707.46,54.56,22.77,6.28,0.0
20200728:1110,960.6,57.44,23.14,5.93,0.0
20200728:1210,1002.5,56.19,23.81,5.86,0.0
20200728:1310,857.32,51.23,23.98,5.66,0.0
20200728:1410,624.94,43.85,23.91,5.45,0.0
20200728:1510,231.74,35.17,23.34,5.31,0.0
20200728:1610,362.58,25.93,22.36,5.17,0.0
20200728:1710,205.59,16.63,21.09,4.48,0.0
20200728:1810,43.73,7.65,20.02,3.72,0.0
20200728:1910,0.0,0.0,19.74,3.03,0.0
20200728:2010,0.0,0.0,18.64,2.76,0.0
20200728:2110,0.0,0.0,17.62,2.62,0.0
20200728:2210,0.0,0.0,16.86,2.55,0.0
20200728:2310,0.0,0.0,16.0,2.28,0.0
20200729:0010,0.0,0.0,15.0,2.21,0.0
20200729:0110,0.0,0.0,14.56,2.28,0.0
20200729:0210,0.0,0.0,14.21,2.41,0.0
20200729:0310,0.0,0.0,13.87,2.48,0.0
20200729:0410,19.01,3.99,13.3,2.48,0.0
20200729:0510,68.78,12.76,13.84,2.41,0.0
20200729:0610,214.8,21.98,15.31,3.31,0.0
20200729:0710,419.3,31.29,16.98,4.21,0.0
20200729:0810,446.18,40.25,18.13,5.24,0.0
20200729:0910,605.65,48.26,18.7,5.24,0.0
20200729:1010,704.41,54.34,19.37,5.24,0.0
20200729:1110,822.97,57.2,19.93,5.1,0.0
20200729:1210,981.33,55.96,21.1,5.17,0.0
20200729:1310,874.33,51.02,21.78,5.03,0.0
20200729:1410,823.79,43.65,22.19,4.83,0.0
20200729:1510,586.41,34.98,22.23,4.55,0.0
20200729:1610,422.34,25.75,21.95,4.34,0.0
20200729:1710,215.15,16.45,21.23,4.07,0.0
20200729:1810,46.49,7.46,20.16,3.17,0.0
20200729:1910,0.0,0.0,18.32,2.55,0.0
20200729:2010,0.0,0.0,16.88,2.07,0.0
20200729:2110,0.0,0.0,15.3,1.59,0.0
20200729:2210,0.0,0.0,13.92,1.45,0.0
20200729:2310,0.0,0.0,13.07,1.45,0.0
20200730:0010,0.0,0.0,12.35,1.45,0.0
20200730:0110,0.0,0.0,11.55,1.52,0.0
20200730:0210,0.0,0.0,10.96,1.59,0.0
20200730:0310,0.0,0.0,10.37,1.59,0.0
20200730:0410,16.29,3.8,9.97,1.59,0.0
20200730:0510,67.88,12.58,11.27,1.17,0.0
20200730:0610,208.99,21.8,14.46,1.31,0.0
20200730:0710,411.16,31.11,16.4,1.31,0.0
20200730:0810,619.09,40.07,17.99,1.59,0.0
20200730:0910,800.21,48.06,19.51,2.07,0.0
20200730:1010,930.74,54.12,20.81,2.14,0.0
20200730:1110,988.84,56.97,22.0,2.21,0.0
20200730:1210,1044.55,55.72,23.0,2.48,0.0
20200730:1310,965.63,50.8,23.62,2.55,0.0
20200730:1410,791.64,43.45,24.02,2.48,0.0
20200730:1510,617.54,34.8,24.15,2.76,0.0
20200730:1610,374.87,25.57,23.79,2.9,0.0
20200730:1710,208.49,16.27,23.09,2.62,0.0
20200730:1810,43.24,7.27,22.11,2.07,0.0
20200730:1910,0.0,0.0,20.67,1.93,0.0
20200730:2010,0.0,0.0,18.75,1.93,0.0
20200730:2110,0.0,0.0,17.05,1.79,0.0
20200730:2210,0.0,0.0,15.81,1.59,0.0
20200730:2310,0.0,0.0,14.94,1.52,0.0
20200731:0010,0.0,0.0,14.6,1.45,0.0
20200731:0110,0.0,0.0,14.33,1.38,0.0
20200731:0210,0.0,0.0,13.82,1.38,0.0
20200731:0310,0.0,0.0,14.02,1.17,0.0
20200731:0410,15.39,3.61,14.0,1.1,0.0
20200731:0510,63.35,12.4,14.67,0.83,0.0
20200731:0610,206.07,21.63,17.03,0.69,0.0
20200731:0710,407.56,30.93,18.94,1.1,0.0
20200731:0810,609.56,39.88,20.8,1.1,0.0
20200731:0910,797.95,47.85,22.44,1.03,0.0
20200731:1010,906.49,53.89,23.82,0.69,0.0
20200731:1110,985.73,56.73,25.03,0.41,0.0
20200731:1210,1034.76,55.49,26.08,0.55,0.0
20200731:1310,922.14,50.58,26.89,0.69,0.0
20200731:1410,783.74,43.25,27.45,0.9,0.0
20200731:1510,609.64,34.6,27.68,1.1,0.0
20200731:1610,412.74,25.38,27.59,1.38,0.0
20200731:1710,201.91,16.08,27.11,1.79,0.0
20200731:1810,43.29,7.07,25.95,2.0,0.0
20200731:1910,0.0,0.0,24.21,2.41,0.0
20200731:2010,0.0,0.0,22.41,2.48,0.0
20200731:2110,0.0,0.0,21.0,2.48,0.0
20200731:2210,0.0,0.0,19.81,2.41,0.0
20200731:2310,0.0,0.0,18.72,2.34,0.0
20200801:0010,0.0,0.0,17.64,2.21,0.0
20200801:0110,0.0,0.0,16.68,2.14,0.0
20200801:0210,0.0,0.0,15.84,2.14,0.0
20200801:0310,0.0,0.0,15.1,2.0,0.0
20200801:0410,14.48,3.42,14.61,1.86,0.0
20200801:0510,58.83,12.22,15.48,1.59,0.0
20200801:0610,205.12,21.45,19.33,1.52,0.0
20200801:0710,364.74,30.75,21.91,1.59,0.0
20200801:0810,619.26,39.69,24.44,1.72,0.0
20200801:0910,796.55,47.65,26.71,1.86,0.0
20200801:1010,903.62,53.66,28.6,1.59,0.0
20200801:1110,996.42,56.48,30.06,1.1,0.0
20200801:1210,941.29,55.24,31.14,1.31,0.0
20200801:1310,754.02,50.35,31.42,2.14,0.0
20200801:1410,376.96,43.04,30.69,3.31,0.0
20200801:1510,482.23,34.4,29.58,3.86,0.0
20200801:1610,324.21,25.19,28.08,3.24,0.0
20200801:1710,17.97,15.88,27.14,2.21,0.0
20200801:1810,12.3,6.87,26.36,1.79,0.0
20200801:1910,0.0,0.0,23.96,2.48,0.0
20200801:2010,0.0,0.0,23.18,1.79,0.0
20200801:2110,0.0,0.0,22.2,1.59,0.0
20200801:2210,0.0,0.0,20.97,1.45,0.0
20200801:2310,0.0,0.0,20.51,1.17,0.0
20200802:0010,0.0,0.0,19.37,1.38,0.0
20200802:0110,0.0,0.0,18.38,1.52,0.0
20200802:0210,0.0,0.0,17.9,1.45,0.0
20200802:0310,0.0,0.0,17.62,1.45,0.0
20200802:0410,1.81,3.23,17.44,1.66,0.0
20200802:0510,12.67,12.03,17.99,1.45,0.0
20200802:0610,28.38,21.27,20.25,1.66,0.0
20200802:0710,228.95,30.57,20.24,1.86,0.0
20200802:0810,164.6,39.5,20.0,1.79,0.0
20200802:0910,467.54,47.43,20.31,1.72,0.0
20200802:1010,185.41,53.43,21.2,1.31,0.0
20200802:1110,107.84,56.23,21.73,1.24,0.0
20200802:1210,77.57,54.99,21.73,1.93,0.0
20200802:1310,136.22,50.12,20.73,2.34,0.0
20200802:1410,175.01,42.82,20.63,2.76,0.0
20200802:1510,355.57,34.2,20.52,2.55,0.0
20200802:1610,187.85,24.99,20.63,2.41,0.0
20200802:1710,177.89,15.68,20.7,2.21,0.0
20200802:1810,16.08,6.66,20.31,1.86,0.0
20200802:1910,0.0,0.0,19.24,1.86,0.0
20200802:2010,0.0,0.0,18.53,1.79,0.0
20200802:2110,0.0,0.0,18.18,2.14,0.0
20200802:2210,0.0,0.0,17.61,2.55,0.0
20200802:2310,0.0,0.0,16.93,2.69,0.0
20200803:0010,0.0,0.0,16.48,2.69,0.0
20200803:0110,0.0,0.0,16.15,2.55,0.0
20200803:0210,0.0,0.0,15.65,2.48,0.0
20200803:0310,0.0,0.0,15.21,2.28,0.0
20200803:0410,1.81,3.03,14.56,2.14,0.0
20200803:0510,25.34,11.84,14.54,2.21,0.0
20200803:0610,145.83,21.08,14.82,2.21,0.0
20200803:0710,281.16,30.38,15.9,2.34,0.0
20200803:0810,456.34,39.3,17.08,2.48,0.0
20200803:0910,698.0,47.22,18.32,2.34,0.0
20200803:1010,449.05,53.19,19.34,2.28,0.0
20200803:1110,578.85,55.97,20.43,2.28,0.0
20200803:1210,218.52,54.74,21.11,2.41,0.0
20200803:1310,383.57,49.88,21.77,2.62,0.0
20200803:1410,377.62,42.6,21.82,3.1,0.0
20200803:1510,169.68,33.99,21.54,3.38,0.0
20200803:1610,270.21,24.78,21.12,3.31,0.0
20200803:1710,195.92,15.47,20.45,3.24,0.0
20200803:1810,36.86,6.45,19.68,2.9,0.0
20200803:1910,0.0,0.0,18.74,2.14,0.0
20200803:2010,0.0,0.0,17.5,1.93,0.0
20200803:2110,0.0,0.0,16.51,1.93,0.0
20200803:2210,0.0,0.0,15.85,2.21,0.0
20200803:2310,0.0,0.0,15.2,2.28,0.0
20200804:0010,0.0,0.0,14.53,2.14,0.0
20200804:0110,0.0,0.0,14.06,1.93,0.0
20200804:0210,0.0,0.0,13.89,2.0,0.0
20200804:0310,0.0,0.0,13.72,1.79,0.0
20200804:0410,5.43,2.83,13.28,1.59,0.0
20200804:0510,72.41,11.65,13.55,1.45,0.0
20200804:0610,192.32,20.9,15.34,1.79,0.0
20200804:0710,255.53,30.19,15.68,2.28,0.0
20200804:0810,486.29,39.1,16.98,2.76,0.0
20200804:0910,330.57,47.0,18.16,3.24,0.0
20200804:1010,396.0,52.95,19.3,3.52,0.0
20200804:1110,159.87,55.71,19.95,3.38,0.0
20200804:1210,297.55,54.48,20.6,3.1,0.0
20200804:1310,365.02,49.64,20.98,3.24,0.0
20200804:1410,245.16,42.37,20.74,3.38,0.0
20200804:1510,501.89,33.77,20.6,3.1,0.0
20200804:1610,299.92,24.57,20.47,2.9,0.0
20200804:1710,180.26,15.26,20.14,2.62,0.0
20200804:1810,36.42,6.23,19.55,1.86,0.0
20200804:1910,0.0,0.0,18.54,1.03,0.0
20200804:2010,0.0,0.0,18.1,0.83,0.0
20200804:2110,0.0,0.0,18.1,0.55,0.0
20200804:2210,0.0,0.0,17.54,0.69,0.0
20200804:2310,0.0,0.0,16.75,0.76,0.0
20200805:0010,0.0,0.0,16.35,0.48,0.0
20200805:0110,0.0,0.0,15.94,0.14,0.0
20200805:0210,0.0,0.0,15.51,0.41,0.0
20200805:0310,0.0,0.0,14.98,0.9,0.0
20200805:0410,8.15,2.63,12.76,1.31,0.0
20200805:0510,60.64,11.46,12.84,1.31,0.0
20200805:0610,200.01,20.71,16.32,1.17,0.0
20200805:0710,422.46,30.0,18.25,1.86,0.0
20200805:0810,612.05,38.9,20.1,2.34,0.0
20200805:0910,798.61,46.78,21.78,2.62,0.0
20200805:1010,878.48,52.7,22.98,2.76,0.0
20200805:1110,953.76,55.45,23.78,2.41,0.0
20200805:1210,1020.31,54.21,24.59,2.21,0.0
20200805:1310,939.99,49.39,25.04,2.21,0.0
20200805:1410,804.15,42.14,25.54,2.14,0.0
20200805:1510,618.94,33.55,25.74,2.0,0.0
20200805:1610,414.89,24.35,25.66,1.66,0.0
20200805:1710,199.65,15.04,25.29,1.31,0.0
20200805:1810,34.31,6.0,23.97,0.83,0.0
20200805:1910,0.0,0.0,22.18,1.31,0.0
20200805:2010,0.0,0.0,21.3,1.24,0.0
20200805:2110,0.0,0.0,20.14,1.31,0.0
20200805:2210,0.0,0.0,19.68,1.24,0.0
20200805:2310,0.0,0.0,20.19,1.03,0.0
20200806:0010,0.0,0.0,19.54,0.76,0.0
20200806:0110,0.0,0.0,19.04,0.55,0.0
20200806:0210,0.0,0.0,18.59,0.41,0.0
20200806:0310,0.0,0.0,18.19,0.14,0.0
20200806:0410,0.0,0.0,17.74,0.34,0.0
20200806:0510,60.64,11.27,17.59,0.55,0.0
20200806:0610,200.56,20.52,18.38,0.14,0.0
20200806:0710,406.08,29.81,21.59,0.76,0.0
20200806:0810,620.21,38.7,23.53,0.62,0.0
20200806:0910,824.73,46.56,25.11,0.21,0.0
20200806:1010,943.92,52.45,26.3,1.03,0.0
20200806:1110,1021.19,55.18,27.14,1.31,0.0
20200806:1210,1048.06,53.94,27.81,1.45,0.0
20200806:1310,924.02,49.13,28.27,1.52,0.0
20200806:1410,789.5,41.9,28.55,1.59,0.0
20200806:1510,616.44,33.32,28.62,1.79,0.0
20200806:1610,410.11,24.13,28.37,2.07,0.0
20200806:1710,194.82,14.82,27.73,2.41,0.0
20200806:1810,32.1,5.77,26.18,2.21,0.0
20200806:1910,0.0,0.0,24.23,2.48,0.0
20200806:2010,0.0,0.0,22.32,2.48,0.0
20200806:2110,0.0,0.0,20.7,2.34,0.0
20200806:2210,0.0,0.0,19.21,2.21,0.0
20200806:2310,0.0,0.0,18.17,2.0,0.0
20200807:0010,0.0,0.0,18.11,1.72,0.0
20200807:0110,0.0,0.0,18.5,1.45,0.0
20200807:0210,0.0,0.0,17.99,1.38,0.0
20200807:0310,0.0,0.0,17.0,1.52,0.0
20200807:0410,0.0,0.0,16.11,1.59,0.0
20200807:0510,61.54,11.07,16.21,1.38,0.0
20200807:0610,197.51,20.33,19.13,1.1,0.0
20200807:0710,403.04,29.61,22.34,1.24,0.0
20200807:0810,615.95,38.49,24.46,1.66,0.0
20200807:0910,805.96,46.33,26.32,2.0,0.0
20200807:1010,927.36,52.2,27.7,2.0,0.0
20200807:1110,1003.94,54.9,28.75,1.86,0.0
20200807:1210,1017.9,53.67,29.58,1.79,0.0
20200807:1310,937.23,48.87,30.19,1.72,0.0
20200807:1410,795.07,41.66,30.49,1.59,0.0
20200807:1510,615.64,33.09,30.62,1.66,0.0
20200807:1610,404.86,23.9,30.44,1.72,0.0
20200807:1710,191.91,14.59,29.92,1.86,0.0
20200807:1810,27.64,5.54,28.35,1.72,0.0
20200807:1910,0.0,0.0,26.46,2.21,0.0
20200807:2010,0.0,0.0,24.51,2.28,0.0
20200807:2110,0.0,0.0,22.95,2.14,0.0
20200807:2210,0.0,0.0,21.81,2.0,0.0
20200807:2310,0.0,0.0,21.17,1.86,0.0
20200808:0010,0.0,0.0,20.84,1.72,0.0
20200808:0110,0.0,0.0,20.8,1.59,0.0
20200808:0210,0.0,0.0,20.96,1.45,0.0
20200808:0310,0.0,0.0,22.15,1.03,0.0
20200808:0410,0.0,0.0,22.52,0.62,0.0
20200808:0510,62.45,10.87,22.48,0.34,0.0
20200808:0610,192.24,20.13,23.89,0.21,0.0
20200808:0710,390.91,29.42,26.53,0.48,0.0
20200808:0810,601.16,38.28,28.59,0.97,0.0
20200808:0910,796.15,46.1,30.07,1.38,0.0
20200808:1010,906.35,51.94,30.87,1.17,0.0
20200808:1110,934.05,54.62,31.41,0.69,0.0
20200808:1210,878.37,53.39,32.26,0.41,0.0
20200808:1310,747.08,48.61,32.69,0.14,0.0
20200808:1410,727.17,41.41,32.88,0.21,0.0
20200808:1510,584.57,32.85,33.0,0.48,0.0
20200808:1610,386.25,23.67,32.69,0.76,0.0
20200808:1710,189.02,14.35,31.97,1.1,0.0
20200808:1810,27.06,5.3,30.13,1.66,0.0
20200808:1910,0.0,0.0,28.29,1.59,0.0
20200808:2010,0.0,0.0,26.5,1.52,0.0
20200808:2110,0.0,0.0,25.51,1.59,0.0
20200808:2210,0.0,0.0,24.4,1.72,0.0
20200808:2310,0.0,0.0,23.86,1.59,0.0
20200809:0010,0.0,0.0,23.19,1.59,0.0
20200809:0110,0.0,0.0,22.4,1.52,0.0
20200809:0210,0.0,0.0,21.75,1.52,0.0
20200809:0310,0.0,0.0,21.21,1.45,0.0
20200809:0410,0.0,0.0,20.89,1.38,0.0
20200809:0510,63.35,10.67,21.12,1.17,0.0
20200809:0610,188.35,19.94,23.21,0.76,0.0
20200809:0710,380.61,29.22,26.43,0.48,0.0
20200809:0810,587.06,38.07,28.31,0.55,0.0
20200809:0910,743.69,45.87,30.31,0.83,0.0
20200809:1010,865.41,51.68,31.75,1.03,0.0
20200809:1110,893.85,54.34,32.45,1.24,0.0
20200809:1210,661.08,53.1,33.24,1.24,0.0
20200809:1310,487.8,48.34,32.79,1.24,0.0
20200809:1410,679.1,41.15,31.08,2.69,0.0
20200809:1510,342.81,32.61,28.31,2.97,0.0
20200809:1610,213.13,23.43,28.4,1.86,0.0
20200809:1710,80.72,14.11,28.65,1.79,0.0
20200809:1810,24.86,5.05,27.84,2.14,0.0
20200809:1910,0.0,0.0,26.46,2.07,0.0
20200809:2010,0.0,0.0,25.58,2.34,0.0
20200809:2110,0.0,0.0,25.12,2.69,0.0
20200809:2210,0.0,0.0,24.82,3.03,0.0
20200809:2310,0.0,0.0,24.44,2.69,0.0
20200810:0010,0.0,0.0,24.05,2.34,0.0
20200810:0110,0.0,0.0,23.58,2.28,0.0
20200810:0210,0.0,0.0,23.08,2.28,0.0
20200810:0310,0.0,0.0,22.43,1.86,0.0
20200810:0410,0.0,0.0,21.81,1.93,0.0
20200810:0510,61.54,10.47,21.68,1.93,0.0
20200810:0610,61.49,19.74,22.57,2.28,0.0
20200810:0710,66.22,29.02,20.62,1.52,0.0
20200810:0810,52.97,37.86,20.81,1.52,0.0
20200810:0910,121.09,45.63,20.83,1.86,0.0
20200810:1010,132.44,51.41,21.13,2.07,0.0
20200810:1110,80.41,54.05,21.33,2.41,0.0
20200810:1210,159.87,52.81,21.81,2.62,0.0
20200810:1310,114.46,48.06,22.02,2.83,0.0
20200810:1410,261.77,40.89,21.62,3.03,0.0
20200810:1510,579.78,32.36,21.39,3.1,0.0
20200810:1610,365.88,23.19,21.95,3.24,0.0
20200810:1710,114.8,13.87,22.22,2.83,0.0
20200810:1810,16.08,4.8,22.45,2.55,0.0
20200810:1910,0.0,0.0,22.33,2.76,0.0
20200810:2010,0.0,0.0,21.51,2.62,0.0
20200810:2110,0.0,0.0,20.9,2.55,0.0
20200810:2210,0.0,0.0,20.61,2.69,0.0
20200810:2310,0.0,0.0,20.48,2.97,0.0
20200811:0010,0.0,0.0,20.56,3.03,0.0
20200811:0110,0.0,0.0,20.24,2.76,0.0
20200811:0210,0.0,0.0,19.83,2.48,0.0
20200811:0310,0.0,0.0,19.34,2.07,0.0
20200811:0410,0.0,0.0,19.0,1.93,0.0
20200811:0510,50.68,10.27,18.9,1.79,0.0
20200811:0610,167.01,19.54,20.66,1.93,0.0
20200811:0710,304.83,28.81,20.77,1.93,0.0
20200811:0810,521.64,37.64,22.66,2.48,0.0
20200811:0910,525.93,45.39,24.13,2.97,0.0
20200811:1010,742.89,51.15,25.98,3.38,0.0
20200811:1110,800.71,53.76,27.73,3.79,0.0
20200811:1210,851.91,52.52,28.65,3.93,0.0
20200811:1310,93.65,47.78,29.4,3.86,0.0
20200811:1410,281.28,40.63,29.67,3.52,0.0
20200811:1510,482.89,32.11,29.77,3.17,0.0
20200811:1610,368.85,22.94,29.1,3.45,0.0
20200811:1710,167.43,13.62,27.93,2.9,0.0
20200811:1810,23.53,4.55,26.55,2.28,0.0
20200811:1910,0.0,0.0,25.57,2.55,0.0
20200811:2010,0.0,0.0,24.15,2.07,0.0
20200811:2110,0.0,0.0,22.87,1.93,0.0
20200811:2210,0.0,0.0,21.76,1.93,0.0
20200811:2310,0.0,0.0,20.59,2.07,0.0
20200812:0010,0.0,0.0,19.78,2.21,0.0
20200812:0110,0.0,0.0,19.25,2.21,0.0
20200812:0210,0.0,0.0,18.71,2.21,0.0
20200812:0310,0.0,0.0,18.24,2.21,0.0
20200812:0410,0.0,0.0,17.81,2.14,0.0
20200812:0510,60.64,10.06,17.99,2.0,0.0
20200812:0610,185.62,19.34,20.62,2.0,0.0
20200812:0710,383.06,28.61,22.91,2.83,0.0
20200812:0810,593.46,37.42,24.89,3.17,0.0
20200812:0910,772.5,45.15,26.76,3.72,0.0
20200812:1010,908.37,50.87,28.18,4.62,0.0
20200812:1110,982.19,53.47,29.05,4.41,0.0
20200812:1210,988.77,52.22,29.57,4.0,0.0
20200812:1310,828.9,47.49,29.53,3.72,0.0
20200812:1410,526.06,40.36,29.89,3.59,0.0
20200812:1510,146.63,31.85,29.75,3.38,0.0
20200812:1610,188.86,22.68,28.89,3.1,0.0
20200812:1710,118.74,13.37,27.97,2.14,0.0
20200812:1810,22.63,4.29,26.52,1.31,0.0
20200812:1910,0.0,0.0,25.29,2.14,0.0
20200812:2010,0.0,0.0,24.43,2.41,0.0
20200812:2110,0.0,0.0,23.63,2.34,0.0
20200812:2210,0.0,0.0,22.7,2.28,0.0
20200812:2310,0.0,0.0,22.01,2.21,0.0
20200813:0010,0.0,0.0,21.22,1.93,0.0
20200813:0110,0.0,0.0,20.45,1.93,0.0
20200813:0210,0.0,0.0,19.89,1.93,0.0
20200813:0310,0.0,0.0,19.3,1.86,0.0
20200813:0410,0.0,0.0,18.71,1.72,0.0
20200813:0510,17.2,9.86,18.94,1.38,0.0
20200813:0610,71.89,19.13,21.57,1.31,0.0
20200813:0710,111.63,28.4,22.81,2.41,0.0
20200813:0810,70.0,37.2,24.36,2.41,0.0
20200813:0910,81.35,44.9,25.78,2.76,0.0
20200813:1010,86.08,50.6,26.57,2.83,0.0
20200813:1110,267.03,53.17,27.57,2.55,0.0
20200813:1210,508.1,51.92,26.38,2.07,0.0
20200813:1310,418.54,47.2,27.07,1.66,0.0
20200813:1410,310.64,40.08,26.7,1.59,0.0
20200813:1510,219.1,31.59,25.42,1.1,0.0
20200813:1610,313.36,22.43,25.39,0.9,0.0
20200813:1710,144.49,13.11,25.3,0.69,0.0
20200813:1810,18.1,4.02,24.7,0.76,0.0
20200813:1910,0.0,0.0,23.04,1.45,0.0
20200813:2010,0.0,0.0,21.97,1.24,0.0
20200813:2110,0.0,0.0,20.94,1.17,0.0
20200813:2210,0.0,0.0,21.78,0.62,0.0
20200813:2310,0.0,0.0,21.3,0.28,0.0
20200814:0010,0.0,0.0,19.55,1.1,0.0
20200814:0110,0.0,0.0,18.93,1.31,0.0
20200814:0210,0.0,0.0,19.03,1.17,0.0
20200814:0310,0.0,0.0,19.02,1.1,0.0
20200814:0410,0.0,0.0,18.91,1.17,0.0
20200814:0510,9.05,9.65,19.03,0.97,0.0
20200814:0610,24.6,18.93,20.5,1.17,0.0
20200814:0710,202.16,28.19,21.03,1.24,0.0
20200814:0810,531.91,36.98,20.94,2.34,0.0
20200814:0910,214.07,44.66,21.39,3.24,0.0
20200814:1010,279.36,50.32,21.56,2.69,0.0
20200814:1110,287.23,52.87,22.18,2.21,0.0
20200814:1210,341.34,51.61,22.81,2.48,0.0
20200814:1310,165.55,46.91,23.16,2.69,0.0
20200814:1410,208.08,39.8,23.2,3.03,0.0
20200814:1510,264.69,31.32,23.19,2.41,0.0
20200814:1610,217.43,22.16,22.81,1.72,0.0
20200814:1710,162.61,12.84,21.48,1.52,0.0
20200814:1810,17.2,3.75,20.79,1.52,0.0
20200814:1910,0.0,0.0,20.06,1.31,0.0
20200814:2010,0.0,0.0,19.46,0.69,0.0
20200814:2110,0.0,0.0,19.6,0.28,0.0
20200814:2210,0.0,0.0,18.64,1.03,0.0
20200814:2310,0.0,0.0,18.54,1.38,0.0
20200815:0010,0.0,0.0,18.28,1.1,0.0
20200815:0110,0.0,0.0,17.95,1.17,0.0
20200815:0210,0.0,0.0,17.79,1.24,0.0
20200815:0310,0.0,0.0,17.68,1.38,0.0
20200815:0410,0.0,0.0,17.59,1.31,0.0
20200815:0510,48.87,9.44,17.55,1.1,0.0
20200815:0610,125.44,18.72,18.41,0.69,0.0
20200815:0710,58.65,27.98,19.12,1.17,0.0
20200815:0810,173.28,36.75,20.29,1.1,0.0
20200815:0910,252.45,44.41,21.39,1.1,0.0
20200815:1010,529.41,50.04,22.31,1.03,0.0
20200815:1110,341.25,52.56,22.93,0.97,0.0
20200815:1210,175.01,51.3,23.44,1.03,0.0
20200815:1310,86.08,46.6,24.1,1.17,0.0
20200815:1410,74.73,39.52,24.38,1.17,0.0
20200815:1510,66.22,31.04,24.37,1.17,0.0
20200815:1610,74.73,21.9,24.26,1.45,0.0
20200815:1710,27.43,12.58,24.07,1.45,0.0
20200815:1810,1.81,3.48,23.25,0.97,0.0
20200815:1910,0.0,0.0,21.51,1.03,0.0
20200815:2010,0.0,0.0,20.49,0.97,0.0
20200815:2110,0.0,0.0,19.48,1.24,0.0
20200815:2210,0.0,0.0,19.31,1.1,0.0
20200815:2310,0.0,0.0,19.21,1.03,0.0
20200816:0010,0.0,0.0,18.62,1.1,0.0
20200816:0110,0.0,0.0,18.11,1.17,0.0
20200816:0210,0.0,0.0,17.32,1.38,0.0
20200816:0310,0.0,0.0,16.66,1.52,0.0
20200816:0410,0.0,0.0,16.19,1.59,0.0
20200816:0510,52.49,9.23,16.42,1.45,0.0
20200816:0610,171.62,18.51,19.22,1.24,0.0
20200816:0710,363.0,27.77,20.82,2.21,0.0
20200816:0810,362.49,36.52,22.39,2.34,0.0
20200816:0910,767.31,44.15,23.81,2.83,0.0
20200816:1010,891.0,49.75,24.89,2.97,0.0
20200816:1110,821.85,52.25,25.77,2.83,0.0
20200816:1210,825.02,50.98,26.51,2.97,0.0
20200816:1310,620.73,46.3,26.78,3.17,0.0
20200816:1410,274.3,39.23,26.73,3.1,0.0
20200816:1510,136.22,30.77,26.94,3.03,0.0
20200816:1610,26.49,21.62,26.58,2.9,0.0
20200816:1710,20.81,12.3,25.96,2.0,0.0
20200816:1810,1.81,3.2,24.84,1.86,0.0
20200816:1910,0.0,0.0,23.37,2.21,0.0
20200816:2010,0.0,0.0,22.24,2.21,0.0
20200816:2110,0.0,0.0,21.83,2.28,0.0
20200816:2210,0.0,0.0,20.91,2.21,0.0
20200816:2310,0.0,0.0,20.37,2.0,0.0
20200817:0010,0.0,0.0,19.41,1.72,0.0
20200817:0110,0.0,0.0,18.65,1.52,0.0
20200817:0210,0.0,0.0,18.8,1.17,0.0
20200817:0310,0.0,0.0,19.91,0.41,0.0
20200817:0410,0.0,0.0,19.43,0.62,0.0
20200817:0510,9.05,9.01,19.18,0.62,0.0
20200817:0610,74.73,18.31,19.55,0.55,0.0
20200817:0710,52.97,27.55,21.33,0.41,0.0
20200817:0810,88.92,36.29,22.31,0.9,0.0
20200817:0910,338.98,43.9,22.4,1.66,0.0
20200817:1010,810.25,49.47,23.35,1.59,0.0
20200817:1110,284.49,51.94,23.99,1.31,0.0
20200817:1210,585.27,50.66,24.6,1.59,0.0
